Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),SNR,Score,Tags,Notes
557,Spectrogram 1,10,13647.78626,13648.9691,117.6724138,262.5,12.858368,15.572995,,
558,Spectrogram 1,10,13650.85426,13652.18496,122.8448276,236.637931,12.536279,16.271277,,
559,Spectrogram 1,10,13655.04966,13656.26947,99.56896552,187.5,5.887335,5.121837,,
560,Spectrogram 1,10,13673.16196,13674.27088,130.6034483,259.9137931,15.391832,16.215683,,
561,Spectrogram 1,10,13677.50522,13678.72503,42.67241379,161.637931,3.478879,3.746743,,
562,Spectrogram 1,10,13681.3125,13682.42142,86.63793103,262.5,5.492671,5.686578,,
563,Spectrogram 1,10,13735.31673,13736.94314,91.81034483,226.2931034,16.282202,16.475491,,
564,Spectrogram 1,10,13738.56955,13740.159,84.05172414,236.637931,16.056423,16.200184,,
565,Spectrogram 1,10,13748.18016,13749.28908,45.25862069,265.0862069,7.83584,8.016493,,
566,Spectrogram 1,10,13775.33014,13776.51298,99.56896552,280.6034483,11.024263,11.152845,,
567,Spectrogram 1,10,13813.80954,13814.99238,112.5,252.1551724,12.848025,13.438115,,
568,Spectrogram 1,10,13818.35609,13819.50198,107.3275862,228.8793103,13.190017,14.07998,,
569,Spectrogram 1,10,13830.05516,13831.12712,109.9137931,223.7068966,9.743297,9.384008,,
570,Spectrogram 1,10,13852.25198,13853.43482,99.56896552,267.6724138,10.665997,10.974349,,
571,Spectrogram 1,10,13854.21106,13855.20909,115.0862069,200.4310345,-1.477789,3.357172,,
572,Spectrogram 1,10,13861.12331,13862.19526,63.36206897,184.9137931,12.198488,11.992285,,
573,Spectrogram 1,10,13870.99266,13872.10158,68.53448276,213.362069,10.194542,10.393919,,
574,Spectrogram 1,10,13874.39334,13875.3544,50.43103448,159.0517241,9.423099,10.845468,,
575,Spectrogram 1,10,13884.68778,13885.68581,76.29310345,192.6724138,10.122452,10.228178,,
576,Spectrogram 1,10,13898.06871,13899.25155,102.1551724,197.8448276,7.474441,7.494649,,
577,Spectrogram 1,10,13994.06391,13995.28372,81.46551724,190.0862069,2.572422,3.981848,,
578,Spectrogram 1,10,14003.02765,14004.24746,115.0862069,208.1896552,3.851898,3.723055,,
579,Spectrogram 1,10,14062.31772,14063.16789,94.39655172,210.7758621,4.669557,5.181148,,
580,Spectrogram 1,10,14090.90928,14092.4248,73.70689655,182.3275862,3.068441,8.861161,,
581,Spectrogram 1,10,14092.60962,14094.01425,107.3275862,215.9482759,2.498885,8.768701,,
582,Spectrogram 1,10,14120.38798,14121.60779,117.6724138,231.4655172,6.821352,6.949051,,
583,Spectrogram 1,10,14109.85327,14110.99915,125.4310345,265.0862069,8.013594,8.111386,,
584,Spectrogram 1,10,14125.6923,14126.87514,109.9137931,249.5689655,7.463292,7.794681,,
585,Spectrogram 1,10,14128.20584,14129.38869,55.60344828,221.1206897,13.042948,13.082579,,
586,Spectrogram 1,10,14136.48575,14137.63163,78.87931034,174.5689655,8.934631,8.522762,,
587,Spectrogram 1,10,14150.55051,14151.65942,68.53448276,166.8103448,11.748078,11.396808,,
588,Spectrogram 1,10,14178.40279,14179.58564,115.0862069,226.2931034,0.97262,2.394911,,
589,Spectrogram 1,10,14183.42988,14184.50183,117.6724138,210.7758621,9.153349,8.852078,,
590,Spectrogram 1,10,14186.23914,14187.53287,71.12068966,171.9827586,13.180555,12.671709,,
591,Spectrogram 1,10,14169.97503,14171.01002,63.36206897,153.8793103,6.56435,6.562509,,
592,Spectrogram 1,10,14210.32111,14211.28217,47.84482759,143.5344828,4.358346,4.212377,,
593,Spectrogram 1,10,14261.81179,14262.625,78.87931034,187.5,1.957511,2.216666,,
594,Spectrogram 1,10,14490.39644,14491.4684,86.63793103,231.4655172,4.284672,4.06646,,
595,Spectrogram 1,10,14503.66648,14504.7754,89.22413793,241.8103448,10.556779,10.404261,,
596,Spectrogram 1,10,14510.98533,14512.16817,107.3275862,187.5,6.957086,6.648131,,
597,Spectrogram 1,10,14513.75762,14514.64475,122.8448276,215.9482759,8.892728,8.805706,,
598,Spectrogram 1,10,14518.35962,14519.35765,130.6034483,254.7413793,6.856715,6.93706,,
599,Spectrogram 1,10,14520.76227,14522.01905,73.70689655,226.2931034,7.24166,7.09534,,
600,Spectrogram 1,10,14524.05206,14525.16098,94.39655172,218.5344828,9.828667,9.471032,,
601,Spectrogram 1,10,14562.67932,14563.89913,78.87931034,234.0517241,4.56692,5.594155,,
602,Spectrogram 1,10,14585.81871,14586.92762,76.29310345,203.0172414,9.591124,9.139794,,
603,Spectrogram 1,10,14590.67946,14592.12105,135.7758621,267.6724138,6.096788,6.110885,,
604,Spectrogram 1,10,14595.29994,14596.18708,91.81034483,210.7758621,2.357848,2.771563,,
605,Spectrogram 1,10,14623.66972,14624.63078,99.56896552,236.637931,4.935206,5.191586,,
606,Spectrogram 1,10,14654.99661,14656.21642,78.87931034,239.2241379,5.139085,4.830323,,
607,Spectrogram 1,10,14764.76086,14765.90674,40.0862069,174.5689655,7.495487,7.607697,,
608,Spectrogram 1,10,14818.2476,14819.35652,94.39655172,203.0172414,5.548998,6.250754,,
609,Spectrogram 1,10,14892.08296,14893.11795,94.39655172,213.362069,3.02099,3.75026,,
610,Spectrogram 1,10,14931.39405,14932.466,99.56896552,195.2586207,3.937385,4.365907,,
611,Spectrogram 1,10,14937.95514,14939.10102,107.3275862,197.8448276,3.907748,3.415758,,
612,Spectrogram 1,10,14995.13826,14996.432,58.18965517,203.0172414,2.979825,2.979696,,
613,Spectrogram 1,10,15000.38713,15001.45909,86.63793103,174.5689655,6.639888,6.732051,,
614,Spectrogram 1,10,15029.55164,15030.69752,55.60344828,210.7758621,1.659977,1.605128,,
615,Spectrogram 1,10,15064.94455,15066.01651,86.63793103,221.1206897,1.547618,1.825667,,
616,Spectrogram 1,10,15368.38107,15369.71177,58.18965517,218.5344828,4.01833,4.032428,,
617,Spectrogram 1,10,15371.4121,15372.77977,89.22413793,223.7068966,1.798555,1.990117,,
618,Spectrogram 1,10,16472.39983,16473.47178,122.8448276,226.2931034,3.193706,3.461693,,
619,Spectrogram 1,10,16828.19568,16829.23067,78.87931034,210.7758621,3.306145,2.614763,,
620,Spectrogram 1,10,17095.64786,17097.12641,27.15517241,200.4310345,0.430225,1.053259,,
621,Spectrogram 1,10,17175.95189,17177.20866,73.70689655,210.7758621,2.577269,2.016132,,
622,Spectrogram 1,10,17214.91182,17216.27949,128.0172414,234.0517241,2.303178,3.547995,,
623,Spectrogram 1,10,17335.21078,17336.28273,73.70689655,203.0172414,2.062826,1.352042,,
624,Spectrogram 1,10,17345.08014,17346.33691,68.53448276,184.9137931,-14.928046,1.310562,,
625,Spectrogram 1,10,17676.70161,17678.18016,125.4310345,360.7758621,2.187307,2.338649,,
626,Spectrogram 1,10,17948.84819,17949.95711,78.87931034,197.8448276,1.858214,1.831794,,
627,Spectrogram 1,10,18199.26002,18200.99732,63.36206897,257.3275862,-1.361356,-0.311979,,
628,Spectrogram 1,10,18584.51608,18586.0316,65.94827586,177.1551724,0.828425,0.967839,,
629,Spectrogram 1,10,21197.10483,21198.43552,73.70689655,203.0172414,1.815844,2.412845,,
630,Spectrogram 1,10,21214.69963,21215.95641,71.12068966,179.7413793,5.376367,5.906708,,
631,Spectrogram 1,10,22087.60172,22088.67367,73.70689655,200.4310345,-3.023729,4.250892,,
632,Spectrogram 1,10,22118.55897,22119.92664,45.25862069,197.8448276,-1.476776,2.854589,,
633,Spectrogram 1,10,22202.83663,22203.98251,60.77586207,133.1896552,-0.831412,1.083173,,
634,Spectrogram 1,10,22194.27949,22195.42537,96.98275862,179.7413793,-0.21819,6.238125,,
635,Spectrogram 1,10,22227.3252,22228.28626,89.22413793,177.1551724,3.847268,3.906876,,
636,Spectrogram 1,10,22244.92001,22246.21374,76.29310345,184.9137931,1.558952,1.43653,,
637,Spectrogram 1,10,22258.57816,22259.90886,68.53448276,182.3275862,9.836987,8.323254,,
638,Spectrogram 1,10,22348.06419,22349.13464,71.60493827,195.0617284,14.244538,14.114488,,
639,Spectrogram 1,10,22384.3071,22385.26183,56.79012346,165.4320988,1.581109,2.732489,,
640,Spectrogram 1,10,22505.68172,22507.01242,50.43103448,156.4655172,-6.796917,1.322875,,
641,Spectrogram 1,10,22534.93863,22536.12147,42.67241379,179.7413793,5.914565,7.085528,,
642,Spectrogram 1,10,22535.60398,22536.86075,60.77586207,177.1551724,7.917351,7.444109,,
643,Spectrogram 1,10,22539.00466,22540.33536,60.77586207,156.4655172,-13.061204,2.707982,,
644,Spectrogram 1,10,22544.91888,22546.36047,125.4310345,228.8793103,-3.541614,2.143905,,
645,Spectrogram 1,10,22569.62923,22570.77511,78.87931034,210.7758621,3.735779,4.257636,,
646,Spectrogram 1,10,22585.727,22587.27949,58.18965517,197.8448276,14.158075,15.421348,,
647,Spectrogram 1,10,22606.48222,22607.739,94.39655172,190.0862069,8.043777,8.48108,,
648,Spectrogram 1,10,22617.31264,22618.93905,53.01724138,171.9827586,6.31659,6.112118,,
649,Spectrogram 1,10,22635.14771,22636.40449,68.53448276,182.3275862,5.735048,5.569227,,
650,Spectrogram 1,10,22674.32943,22675.5862,99.56896552,249.5689655,3.692284,14.637454,,
651,Spectrogram 1,10,22698.0048,22699.26157,76.29310345,213.362069,-9.273126,7.753,,
652,Spectrogram 1,10,22757.70147,22759.18002,86.63793103,254.7413793,-3.296746,6.855542,,
653,Spectrogram 1,10,22778.78936,22779.82435,76.29310345,174.5689655,5.65047,4.190265,,
654,Spectrogram 1,10,22812.99944,22813.99746,58.18965517,164.2241379,3.85489,3.285199,,
655,Spectrogram 1,10,22820.92819,22822.11103,78.87931034,190.0862069,5.32736,5.481923,,
656,Spectrogram 1,10,22854.91648,22856.0254,91.81034483,218.5344828,-2.558286,6.882021,,
657,Spectrogram 1,10,22952.8338,22954.09058,58.18965517,228.8793103,6.043717,6.218072,,
658,Spectrogram 1,10,22977.65505,22978.80093,73.70689655,190.0862069,10.983842,10.654102,,
659,Spectrogram 1,10,23037.01905,23038.12796,50.43103448,203.0172414,2.478188,5.974858,,
660,Spectrogram 1,10,23068.62317,23069.80601,120.2586207,200.4310345,-10.011171,3.785145,,
662,Spectrogram 1,10,23101.6504,23103.05502,73.70689655,210.7758621,2.547908,1.752015,,
663,Spectrogram 1,10,23155.59918,23156.89292,71.12068966,179.7413793,1.477861,1.542891,,
664,Spectrogram 1,10,23182.2871,23183.28513,81.46551724,272.8448276,4.166079,4.487571,,
665,Spectrogram 1,10,23229.56391,23230.74676,91.81034483,171.9827586,8.792206,8.386377,,
666,Spectrogram 1,10,23200.63967,23201.97037,60.77586207,195.2586207,4.261514,3.991108,,
667,Spectrogram 1,10,23234.60948,23235.86625,112.5,252.1551724,10.531355,10.883184,,
668,Spectrogram 1,10,23240.30192,23242.11315,47.84482759,223.7068966,7.940239,9.888589,,
669,Spectrogram 1,10,23241.22602,23242.92635,63.36206897,187.5,8.341509,10.108846,,
670,Spectrogram 1,10,23281.09156,23282.60708,84.05172414,228.8793103,8.9238,9.084434,,
671,Spectrogram 1,10,23287.98533,23289.6487,53.01724138,166.8103448,1.6548,1.864595,,
672,Spectrogram 1,10,23332.74859,23334.11625,89.22413793,213.362069,-4.462638,12.007715,,
673,Spectrogram 1,10,23452.73335,23453.76834,102.1551724,223.7068966,9.592486,9.911564,,
674,Spectrogram 1,10,23505.86893,23507.49534,86.63793103,187.5,6.788831,6.602795,,
675,Spectrogram 1,10,23535.2737,23536.67833,89.22413793,179.7413793,1.825548,1.635542,,
676,Spectrogram 1,10,23574.76961,23576.02638,63.36206897,177.1551724,7.389836,7.669474,,
677,Spectrogram 1,10,23615.09721,23616.42791,45.25862069,195.2586207,5.351958,5.168557,,
678,Spectrogram 1,10,23624.81871,23625.96459,86.63793103,190.0862069,-9.645808,8.369212,,
679,Spectrogram 1,10,23781.00959,23783.04261,60.77586207,187.5,4.896696,4.859576,,
680,Spectrogram 1,10,23784.66902,23785.92579,58.18965517,128.0172414,6.303426,6.393674,,
681,Spectrogram 1,10,23795.57336,23796.57139,81.46551724,166.8103448,5.68285,6.335837,,
682,Spectrogram 1,10,23819.50748,23820.61639,94.39655172,187.5,5.156804,5.757101,,
683,Spectrogram 1,10,23934.22489,23935.51862,71.12068966,221.1206897,6.398377,8.01351,,
684,Spectrogram 1,10,23951.02497,23952.61442,91.81034483,298.7068966,2.13298,2.393599,,
685,Spectrogram 1,10,23979.32082,23980.76242,96.98275862,203.0172414,2.457853,2.837973,,
686,Spectrogram 1,10,24090.54515,24091.91281,65.94827586,208.1896552,10.177394,10.593613,,
687,Spectrogram 1,10,24153.21741,24154.91775,68.53448276,179.7413793,9.78714,10.101883,,
688,Spectrogram 1,10,24182.06772,24183.2136,63.36206897,184.9137931,4.857547,4.638399,,
689,Spectrogram 1,10,24195.72587,24197.31532,73.70689655,215.9482759,2.859774,2.766913,,
690,Spectrogram 1,10,24199.68101,24200.716,78.87931034,205.6034483,6.565992,8.790079,,
691,Spectrogram 1,10,24239.36174,24240.54458,99.56896552,221.1206897,10.79826,10.464184,,
692,Spectrogram 1,10,24254.94201,24256.05093,58.18965517,226.2931034,2.20673,2.091341,,
693,Spectrogram 1,10,24295.56532,24296.93299,68.53448276,208.1896552,8.522791,10.379261,,
694,Spectrogram 1,10,24321.6803,24323.1219,84.05172414,213.362069,6.962385,6.624018,,
695,Spectrogram 1,10,24387.99351,24389.36117,68.53448276,169.3965517,8.289674,8.667425,,
696,Spectrogram 1,10,24445.97136,24447.00635,91.81034483,231.4655172,2.505703,4.445877,,
697,Spectrogram 1,10,24505.64955,24507.09114,81.46551724,203.0172414,1.223103,1.184695,,
698,Spectrogram 1,10,24509.01326,24510.41789,68.53448276,174.5689655,7.907796,8.208784,,
699,Spectrogram 1,10,24589.90872,24591.20245,78.87931034,195.2586207,6.317684,6.357577,,
700,Spectrogram 1,10,24616.79994,24617.761,84.05172414,187.5,-2.162149,1.434949,,
701,Spectrogram 1,10,24617.79797,24618.94385,84.05172414,221.1206897,4.539201,5.111767,,
702,Spectrogram 1,10,24763.65745,24764.95119,37.5,228.8793103,10.571643,11.208075,,
703,Spectrogram 1,10,24823.83465,24824.9066,53.01724138,221.1206897,9.48282,9.224803,,
704,Spectrogram 1,10,24840.41295,24841.66972,84.05172414,177.1551724,4.498464,3.735512,,
705,Spectrogram 1,10,24859.87444,24860.98335,78.87931034,184.9137931,3.471202,3.820658,,
706,Spectrogram 1,10,25080.41944,25082.15674,63.36206897,208.1896552,9.017406,8.63233,,
707,Spectrogram 1,10,25112.52257,25113.81631,63.36206897,159.0517241,10.939342,10.775407,,
708,Spectrogram 1,10,25122.35497,25123.53781,76.29310345,215.9482759,1.018395,0.799722,,
709,Spectrogram 1,10,25129.58141,25130.83818,89.22413793,195.2586207,9.863076,10.132194,,
710,Spectrogram 1,10,25156.87923,25158.09904,76.29310345,187.5,8.841198,10.947997,,
711,Spectrogram 1,10,25177.22785,25178.55855,91.81034483,182.3275862,5.854225,6.021774,,
712,Spectrogram 1,10,25186.76453,25187.83648,58.18965517,171.9827586,0.380449,0.187245,,
713,Spectrogram 1,10,25211.47489,25212.73166,65.94827586,164.2241379,8.633681,9.210202,,
714,Spectrogram 1,10,25240.84269,25241.91464,78.87931034,182.3275862,5.411689,5.652414,,
715,Spectrogram 1,10,25309.65096,25311.01862,65.94827586,187.5,9.462295,9.602435,,
716,Spectrogram 1,10,25338.5752,25339.72108,78.87931034,177.1551724,7.335326,6.956977,,
717,Spectrogram 1,10,25370.10539,25371.43609,73.70689655,164.2241379,7.259787,7.349617,,
718,Spectrogram 1,10,25409.93397,25411.70824,55.60344828,156.4655172,5.056076,5.450814,,
719,Spectrogram 1,10,25529.60454,25530.75042,81.46551724,184.9137931,3.399784,4.735676,,
720,Spectrogram 1,10,25640.25593,25641.43877,58.18965517,244.3965517,1.321634,1.599326,,
721,Spectrogram 1,10,25643.28696,25644.65463,58.18965517,190.0862069,2.057689,2.281598,,
722,Spectrogram 1,10,25689.14066,25690.39743,112.5,208.1896552,3.592001,3.8191,,
723,Spectrogram 1,10,25931.40195,25932.62176,71.12068966,192.6724138,3.933204,4.36148,,
724,Spectrogram 1,10,25997.99238,25999.32308,68.53448276,205.6034483,7.727211,8.371071,,
725,Spectrogram 1,10,26070.90364,26072.23434,82.75862069,219.8275862,9.680181,9.693557,,
726,Spectrogram 1,10,26166.5292,26167.56419,65.94827586,190.0862069,4.091854,4.558654,,
727,Spectrogram 1,10,26173.10878,26174.47644,68.53448276,226.2931034,1.460691,2.320347,,
728,Spectrogram 1,10,26276.31194,26277.42085,102.1551724,205.6034483,6.920337,10.988024,,
729,Spectrogram 1,10,26350.62782,26351.92156,73.70689655,166.8103448,3.378033,3.87533,,
730,Spectrogram 1,10,26343.64165,26345.00931,94.39655172,259.9137931,3.377706,3.400537,,
731,Spectrogram 1,10,26373.37909,26375.26425,99.56896552,236.637931,4.705718,5.196159,,
732,Spectrogram 1,10,26379.7184,26381.08606,102.1551724,184.9137931,5.29253,5.334964,,
733,Spectrogram 1,10,26457.58282,26458.83959,71.12068966,254.7413793,2.372743,4.464823,,
734,Spectrogram 1,10,26470.11357,26471.18552,58.18965517,293.5344828,6.025586,6.292779,,
735,Spectrogram 1,10,26480.74069,26481.99746,89.22413793,241.8103448,1.864402,2.776249,,
736,Spectrogram 1,10,26575.73787,26576.66196,89.22413793,213.362069,0.459577,1.201737,,
737,Spectrogram 1,10,26683.56151,26685.114,55.60344828,213.362069,5.851101,6.12324,,
738,Spectrogram 1,10,26687.33183,26688.29289,89.22413793,213.362069,10.642979,10.273115,,
739,Spectrogram 1,10,26695.69121,26696.71521,61.58127407,190.1234568,6.87707,7.642192,3.90E-01,
740,Spectrogram 1,10,26591.41055,26593.55446,120.2586207,244.3965517,10.402519,10.880355,,?
741,Spectrogram 1,10,26717.58677,26718.8805,65.94827586,210.7758621,3.880674,3.556346,,
742,Spectrogram 1,10,26838.32929,26840.25141,78.87931034,200.4310345,0.867932,1.330082,,
743,Spectrogram 1,10,27007.34664,27008.86216,86.63793103,234.0517241,5.775525,5.63301,,
744,Spectrogram 1,10,27072.75423,27073.90011,58.18965517,138.362069,1.257383,2.14749,,
745,Spectrogram 1,10,27139.34467,27140.56448,58.18965517,221.1206897,9.129743,8.714237,,
746,Spectrogram 1,10,27144.70443,27145.5546,91.81034483,192.6724138,6.008941,6.606027,,
747,Spectrogram 1,10,27238.96233,27240.10821,63.36206897,164.2241379,2.911396,3.264093,,
748,Spectrogram 1,10,27269.54994,27270.58493,96.98275862,210.7758621,1.997024,2.454335,,
749,Spectrogram 1,10,27289.49196,27290.45302,53.01724138,262.5,12.202108,12.536227,,
750,Spectrogram 1,10,27294.00155,27295.1844,65.94827586,187.5,2.7695,2.662837,,
751,Spectrogram 1,10,27299.54613,27300.80291,53.01724138,215.9482759,12.084943,11.846694,,
752,Spectrogram 1,10,27333.16479,27334.08888,71.12068966,249.5689655,5.466331,4.63473,,
753,Spectrogram 1,10,27340.39122,27341.57407,65.94827586,223.7068966,9.613914,9.304687,,
754,Spectrogram 1,10,27361.73787,27362.92071,78.87931034,221.1206897,8.301307,8.319331,,
755,Spectrogram 1,10,27681.23519,27682.45499,58.18965517,171.9827586,2.613331,3.241976,,
756,Spectrogram 1,10,27739.82294,27740.784,63.36206897,148.7068966,5.44809,5.379857,,
757,Spectrogram 1,10,27846.59312,27848.49676,86.63793103,200.4310345,2.364427,2.554696,,
758,Spectrogram 1,10,27880.84015,27881.94907,73.70689655,210.7758621,3.320977,3.748303,,
759,Spectrogram 1,10,27934.28993,27936.3599,65.94827586,187.5,4.018164,3.811115,,
760,Spectrogram 1,10,27981.19709,27982.9344,68.53448276,391.8103448,12.590526,12.851556,,
761,Spectrogram 1,10,28003.94836,28005.31603,71.12068966,213.362069,2.374728,2.11787,,
762,Spectrogram 1,10,28010.9715,28012.41309,63.36206897,151.2931034,4.036621,4.053639,,
763,Spectrogram 1,10,28007.64475,28008.7167,109.9137931,350.4310345,12.127419,11.617704,,
764,Spectrogram 1,10,28028.36301,28030.69173,107.3275862,316.8103448,6.959649,7.350342,,
765,Spectrogram 1,10,28074.97446,28076.04642,45.25862069,221.1206897,12.654346,15.577728,,
766,Spectrogram 1,10,28125.98462,28127.1305,81.46551724,404.7413793,11.507861,11.855325,,
767,Spectrogram 1,10,28151.87782,28153.48575,55.60344828,256.0344828,5.397311,5.376635,,?
768,Spectrogram 1,10,28287.44286,28288.55178,76.29310345,187.5,2.818488,2.50591,,
769,Spectrogram 1,10,28319.12091,28320.11893,53.01724138,236.637931,13.365914,13.773951,,
770,Spectrogram 1,10,28362.6274,28363.92113,50.43103448,254.7413793,11.111393,11.144631,,?
771,Spectrogram 1,10,28367.32181,28368.46769,65.94827586,228.8793103,3.284698,3.07294,,
772,Spectrogram 1,10,28445.92551,28447.29317,58.18965517,200.4310345,3.237769,3.35341,,
773,Spectrogram 1,10,28460.45231,28461.26552,91.81034483,218.5344828,5.367394,5.379175,,
774,Spectrogram 1,10,28468.97249,28470.63586,76.29310345,213.362069,7.189404,7.316021,,
775,Spectrogram 1,10,28474.48011,28475.73688,73.70689655,223.7068966,0.83955,0.37424,,
776,Spectrogram 1,10,28484.90392,28486.08677,63.36206897,179.7413793,9.807196,9.719231,,
777,Spectrogram 1,10,28489.74619,28491.00296,81.46551724,187.5,6.870535,7.612858,,
778,Spectrogram 1,10,28503.73702,28505.14165,71.12068966,187.5,0.815207,1.209619,,
779,Spectrogram 1,10,28588.82788,28589.89983,40.0862069,184.9137931,3.538817,3.155931,,
780,Spectrogram 1,10,28598.4175,28599.4415,97.65625,202.51385,5.704201,5.393508,3.39E+00,
781,Spectrogram 1,10,28636.30799,28637.23208,84.05172414,179.7413793,0.156915,5.823979,,
782,Spectrogram 1,10,28664.95499,28665.95302,89.22413793,234.0517241,2.604479,3.101586,,
783,Spectrogram 1,10,28671.27582,28672.86527,76.29310345,184.9137931,8.612566,8.615454,,
784,Spectrogram 1,10,28688.51947,28690.03499,63.36206897,190.0862069,9.189747,8.942686,,
785,Spectrogram 1,10,28753.09537,28754.5,76.29310345,169.3965517,2.616098,2.976948,,
786,Spectrogram 1,10,28758.15942,28759.37923,55.60344828,171.9827586,1.437088,2.74856,,
787,Spectrogram 1,10,28767.67762,28768.89743,76.29310345,210.7758621,8.66099,9.351295,,
788,Spectrogram 1,10,28770.74563,28772.03936,78.87931034,246.9827586,4.593235,5.222913,,
789,Spectrogram 1,10,28773.14828,28774.22023,76.29310345,171.9827586,1.36928,0.901584,,
790,Spectrogram 1,10,28883.43002,28884.68679,65.94827586,182.3275862,3.904867,4.942026,,
791,Spectrogram 1,10,28954.21586,28955.9162,60.77586207,177.1551724,8.156555,8.260947,,
792,Spectrogram 1,10,28959.33536,28960.55516,84.05172414,213.362069,2.965207,2.265771,,
793,Spectrogram 1,10,29041.22884,29042.70739,73.70689655,197.8448276,-0.541794,3.752213,,
794,Spectrogram 1,10,29092.71953,29093.79148,89.22413793,166.8103448,4.839114,7.043224,,
795,Spectrogram 1,10,29100.37105,29101.40604,76.29310345,179.7413793,1.557026,0.06829,,
796,Spectrogram 1,10,29110.44371,29111.70048,84.05172414,210.7758621,1.036644,2.587169,,
797,Spectrogram 1,10,29124.71177,29125.70979,71.12068966,171.9827586,1.644107,1.82744,,
798,Spectrogram 1,10,29128.81476,29130.14546,89.22413793,208.1896552,2.171077,1.996407,,
799,Spectrogram 1,10,29181.9873,29183.24407,63.36206897,197.8448276,2.268568,2.601839,,
800,Spectrogram 1,10,29190.26721,29191.7088,60.77586207,205.6034483,1.7464,3.297245,,
801,Spectrogram 1,10,29194.33324,29195.40519,76.29310345,187.5,4.73186,4.570528,,
802,Spectrogram 1,10,29340.4145,29341.52342,102.1551724,200.4310345,2.778716,5.530502,,
803,Spectrogram 1,10,29353.99873,29355.14461,78.87931034,218.5344828,5.205042,5.770502,,
804,Spectrogram 1,10,29421.69808,29422.88093,96.98275862,197.8448276,1.641533,1.63744,,
805,Spectrogram 1,10,29491.19018,29492.63177,91.81034483,179.7413793,2.743922,4.014592,,?
806,Spectrogram 1,10,29665.23462,29666.3805,84.05172414,190.0862069,1.657875,2.628549,,
807,Spectrogram 1,10,29761.45161,29762.78231,89.22413793,239.2241379,4.257847,4.371193,,
808,Spectrogram 1,10,29800.30065,29801.40957,98.27586207,204.3103448,1.692955,2.282658,,
809,Spectrogram 1,10,29831.29486,29832.44074,68.53448276,179.7413793,-6.312468,1.359144,,
810,Spectrogram 1,10,29826.74831,29827.74633,91.81034483,192.6724138,1.754057,2.33355,,
811,Spectrogram 1,10,29852.93722,29854.04613,65.94827586,184.9137931,-0.888505,2.296859,,
812,Spectrogram 1,10,30167.96191,30169.10779,68.53448276,166.8103448,2.296069,2.708847,,
813,Spectrogram 1,10,30393.9406,30395.04952,86.63793103,236.637931,6.122521,6.137916,,
814,Spectrogram 1,10,30396.41718,30397.19343,86.63793103,210.7758621,5.806576,6.547648,,
815,Spectrogram 1,10,30433.93552,30435.15533,71.12068966,192.6724138,7.440133,7.169122,,
816,Spectrogram 1,10,30435.96854,30437.3362,78.87931034,179.7413793,-4.116723,0.186936,,
817,Spectrogram 1,10,30454.70923,30455.59636,76.29310345,215.9482759,6.689776,7.289438,,
818,Spectrogram 1,10,30528.89574,30530.52215,60.77586207,177.1551724,-0.045258,0.894115,,
819,Spectrogram 1,10,30584.3046,30585.70923,65.94827586,244.3965517,-3.889278,6.50362,,
820,Spectrogram 1,10,30591.3647,30592.80629,68.53448276,208.1896552,3.49281,2.713215,,
821,Spectrogram 1,10,30588.33366,30589.25776,130.6034483,223.7068966,2.781394,2.745915,,
822,Spectrogram 1,10,30607.86907,30608.83014,65.94827586,190.0862069,1.317332,0.401842,,
823,Spectrogram 1,10,30652.6693,30654.51749,76.29310345,166.8103448,2.897894,5.30606,,?
824,Spectrogram 1,10,30674.81067,30675.84565,86.63793103,205.6034483,1.360142,2.017753,,
825,Spectrogram 1,10,30693.79162,30695.15928,60.77586207,195.2586207,9.926969,9.375836,,
826,Spectrogram 1,10,30697.45104,30698.44907,65.94827586,200.4310345,-0.97425,4.078217,,
827,Spectrogram 1,10,30703.60553,30704.67748,112.5,231.4655172,3.115158,2.326043,,
828,Spectrogram 1,10,30707.1171,30707.96727,89.22413793,221.1206897,3.156448,2.740503,,
829,Spectrogram 1,10,30710.00028,30711.29402,60.77586207,140.9482759,9.72883,9.112685,,
830,Spectrogram 1,10,30717.50395,30718.68679,86.63793103,200.4310345,7.755296,8.143988,,
831,Spectrogram 1,10,30732.56673,30733.63869,84.05172414,200.4310345,3.411121,3.815021,,
832,Spectrogram 1,10,30761.82365,30763.3022,81.46551724,190.0862069,9.291305,9.597111,,
833,Spectrogram 1,10,30795.47926,30796.773,73.70689655,182.3275862,3.61447,5.347247,,
834,Spectrogram 1,10,30802.15124,30803.37105,96.98275862,159.0517241,4.852099,4.366518,,
835,Spectrogram 1,10,30815.01467,30816.49323,107.3275862,182.3275862,7.236173,7.246767,,
836,Spectrogram 1,10,30875.21036,30876.13445,78.87931034,249.5689655,2.523117,3.940499,,
837,Spectrogram 1,10,30896.557,30897.81377,86.63793103,203.0172414,2.369145,3.413993,,
838,Spectrogram 1,10,30907.79402,30909.30954,63.36206897,177.1551724,3.259625,2.999211,,
839,Spectrogram 1,10,30985.10398,30986.28682,63.36206897,262.5,7.691187,8.041641,,
840,Spectrogram 1,10,31054.20796,31055.50169,76.29310345,197.8448276,12.05028,11.96275,,
841,Spectrogram 1,10,31046.26072,31047.36964,102.1551724,236.637931,4.268866,5.155567,,
842,Spectrogram 1,10,31176.72475,31177.75973,63.36206897,169.3965517,2.598458,2.650331,,
