Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz)
386,Spectrogram 1,10,28718.43537,28720.17267,44.41624365,178.9340102
387,Spectrogram 1,10,29213.71443,29214.71246,62.18274112,171.319797
388,Spectrogram 1,10,29241.91787,29243.13768,44.41624365,148.4771574
389,Spectrogram 1,10,29250.4935,29251.67634,62.18274112,196.7005076
390,Spectrogram 1,10,29262.50676,29263.72657,49.49238579,196.7005076
391,Spectrogram 1,10,29294.11088,29295.66336,46.95431472,201.7766497
392,Spectrogram 1,10,29359.13035,29360.38712,46.95431472,201.7766497
393,Spectrogram 1,10,29409.58605,29410.62103,54.56852792,199.2385787
394,Spectrogram 1,10,29421.1003,29422.46796,72.33502538,184.0101523
395,Spectrogram 1,10,29492.64389,29494.04852,46.95431472,252.5380711
396,Spectrogram 1,10,29776.80374,29777.94962,67.25888325,201.7766497
397,Spectrogram 1,10,29799.51804,29801.07053,39.34010152,217.0050761
398,Spectrogram 1,10,29808.96232,29810.40391,82.48730964,217.0050761
399,Spectrogram 1,10,29858.82659,29860.12033,62.18274112,209.3908629
400,Spectrogram 1,10,29900.28159,29901.87103,74.87309645,206.8527919
401,Spectrogram 1,10,29974.07998,29975.52157,100.2538071,252.5380711
402,Spectrogram 1,10,30208.50492,30210.5749,52.03045685,239.8477157
404,Spectrogram 1,10,30255.48602,30256.66886,64.72081218,191.6243655
405,Spectrogram 1,10,30428.23672,30430.04795,52.03045685,189.0862944
407,Spectrogram 1,10,30549.94031,30551.04922,57.10659898,189.0862944
408,Spectrogram 1,10,30580.63881,30582.22826,41.87817259,219.5431472
409,Spectrogram 1,10,30585.18537,30587.10749,39.34010152,222.0812183
410,Spectrogram 1,10,30716.88768,30718.03356,67.25888325,191.6243655
411,Spectrogram 1,10,30871.24886,30872.35777,92.63959391,191.6243655
412,Spectrogram 1,10,30902.09522,30903.57377,49.49238579,227.1573604
413,Spectrogram 1,10,30890.45159,30891.85622,72.33502538,229.6954315
414,Spectrogram 1,10,30936.56404,30937.96866,85.02538071,181.4720812
415,Spectrogram 1,10,31014.33605,31015.70371,46.95431472,209.3908629
416,Spectrogram 1,10,31040.11835,31041.19031,57.10659898,184.0101523
417,Spectrogram 1,10,31070.48418,31071.44524,59.64467005,201.7766497
418,Spectrogram 1,10,31104.47247,31105.84014,90.10152284,227.1573604
419,Spectrogram 1,10,31133.24886,31134.46866,62.18274112,244.9238579
420,Spectrogram 1,10,31164.77905,31166.29457,54.56852792,229.6954315
421,Spectrogram 1,10,31201.28088,31202.57462,67.25888325,217.0050761
422,Spectrogram 1,10,31229.17013,31230.5378,57.10659898,191.6243655
423,Spectrogram 1,10,31275.89248,31277.14925,49.49238579,171.319797
424,Spectrogram 1,10,31304.65038,31305.64841,67.25888325,222.0812183
425,Spectrogram 1,10,31349.28427,31350.79979,67.25888325,204.3147208
426,Spectrogram 1,10,31361.24208,31362.60975,74.87309645,189.0862944
427,Spectrogram 1,10,31440.54809,31441.7679,102.7918782,244.9238579
428,Spectrogram 1,10,31508.94976,31510.28046,102.7918782,315.9898477
429,Spectrogram 1,10,31672.71824,31673.93805,77.41116751,201.7766497
430,Spectrogram 1,10,31885.44539,31886.73912,72.33502538,191.6243655
431,Spectrogram 1,10,31906.49632,31908.15969,59.64467005,184.0101523
432,Spectrogram 1,10,31946.26945,31947.34141,67.25888325,176.3959391
433,Spectrogram 1,10,32014.39389,32015.68763,62.18274112,209.3908629
434,Spectrogram 1,10,32064.62781,32065.6628,77.41116751,219.5431472
435,Spectrogram 1,10,32127.26311,32128.15024,62.18274112,189.0862944
436,Spectrogram 1,10,32129.07434,32130.14629,79.94923858,201.7766497
437,Spectrogram 1,10,32139.31333,32140.20046,97.71573604,199.2385787
438,Spectrogram 1,10,32181.00859,32182.81982,77.41116751,242.3857868
439,Spectrogram 1,10,32221.96457,32223.07349,74.87309645,229.6954315
440,Spectrogram 1,10,32275.19256,32276.33844,115.4822335,222.0812183
441,Spectrogram 1,10,32281.84606,32282.91802,85.02538071,209.3908629
442,Spectrogram 1,10,32292.80585,32294.02566,79.94923858,196.7005076
443,Spectrogram 1,10,32362.02072,32363.05571,102.7918782,191.6243655
444,Spectrogram 1,10,32391.46246,32392.57137,41.87817259,163.7055838
445,Spectrogram 1,10,32452.74857,32453.89445,62.18274112,163.7055838
446,Spectrogram 1,10,32442.10298,32443.5076,62.18274112,201.7766497
447,Spectrogram 1,10,32498.06629,32498.91646,82.48730964,189.0862944
448,Spectrogram 1,10,32516.49279,32517.86045,59.64467005,173.857868
449,Spectrogram 1,10,32688.68904,32690.24152,59.64467005,222.0812183
450,Spectrogram 1,10,32693.56827,32695.34254,67.25888325,201.7766497
451,Spectrogram 1,10,32698.0409,32699.00196,107.8680203,227.1573604
452,Spectrogram 1,10,32723.78624,32725.15391,100.2538071,191.6243655
453,Spectrogram 1,10,32758.08873,32760.08478,79.94923858,211.928934
454,Spectrogram 1,10,32802.38994,32804.01635,82.48730964,234.7715736
455,Spectrogram 1,10,32791.30078,32792.77933,92.63959391,234.7715736
456,Spectrogram 1,10,32835.10298,32836.6185,100.2538071,224.6192893
457,Spectrogram 1,10,32840.38881,32841.90433,130.7106599,219.5431472
458,Spectrogram 1,10,32893.87555,32894.91054,87.56345178,242.3857868
459,Spectrogram 1,10,32913.48489,32914.96344,82.48730964,242.3857868
460,Spectrogram 1,10,32951.4468,32952.59268,77.41116751,204.3147208
461,Spectrogram 1,10,32969.18946,32970.40927,79.94923858,189.0862944
462,Spectrogram 1,10,33004.63782,33006.22727,62.18274112,214.4670051
463,Spectrogram 1,10,33134.02989,33135.43452,92.63959391,219.5431472
464,Spectrogram 1,10,33256.91632,33258.13613,102.7918782,217.0050761
465,Spectrogram 1,10,33263.8375,33264.8615,97.65625,202.51385
466,Spectrogram 1,10,33297.502,33298.526,97.65625,202.51385
467,Spectrogram 1,10,33304.5425,33305.5665,101.5625,152.7625
468,Spectrogram 1,10,33314.69087,33316.0955,72.33502538,191.6243655
469,Spectrogram 1,10,33322.84141,33324.39389,54.56852792,321.0659898
470,Spectrogram 1,10,33333.48701,33334.66985,74.87309645,196.7005076
471,Spectrogram 1,10,33341.65602,33343.50422,97.71573604,272.8426396
472,Spectrogram 1,10,33372.0773,33373.408,67.25888325,178.9340102
473,Spectrogram 1,10,33420.94355,33422.42211,72.33502538,194.1624365
474,Spectrogram 1,10,33430.9238,33432.32843,82.48730964,204.3147208
475,Spectrogram 1,10,33454.00774,33455.22755,74.87309645,166.2436548
476,Spectrogram 1,10,33485.18678,33486.22177,97.71573604,186.5482234
477,Spectrogram 1,10,33495.66604,33497.10763,77.41116751,189.0862944
478,Spectrogram 1,10,33531.35467,33532.68537,92.63959391,229.6954315
479,Spectrogram 1,10,33544.12569,33545.89996,87.56345178,206.8527919
480,Spectrogram 1,10,33563.14361,33564.91787,107.8680203,206.8527919
481,Spectrogram 1,10,33597.09493,33598.27778,67.25888325,186.5482234
482,Spectrogram 1,10,33659.23122,33660.41407,77.41116751,191.6243655
483,Spectrogram 1,10,33728.22431,33729.22233,77.41116751,257.6142132
484,Spectrogram 1,10,33746.61384,33748.16632,69.79695431,247.4619289
485,Spectrogram 1,10,33740.40391,33741.62372,87.56345178,224.6192893
486,Spectrogram 1,10,33760.43833,33761.6951,82.48730964,209.3908629
487,Spectrogram 1,10,33777.8668,33779.27143,59.64467005,227.1573604
488,Spectrogram 1,10,33807.41943,33808.45442,82.48730964,184.0101523
489,Spectrogram 1,10,33853.84606,33854.95498,52.03045685,178.9340102
490,Spectrogram 1,10,33866.06263,33867.28243,57.10659898,214.4670051
491,Spectrogram 1,10,33882.47459,33883.76833,67.25888325,191.6243655
492,Spectrogram 1,10,33936.0907,33937.0148,77.41116751,206.8527919
493,Spectrogram 1,10,33956.34691,33957.04922,54.56852792,178.9340102
494,Spectrogram 1,10,34028.51889,34030.03441,102.7918782,199.2385787
495,Spectrogram 1,10,34056.77778,34058.10848,49.49238579,204.3147208
496,Spectrogram 1,10,34101.24533,34102.76085,90.10152284,209.3908629
497,Spectrogram 1,10,34156.41392,34157.52284,74.87309645,206.8527919
498,Spectrogram 1,10,34180.45893,34181.7157,67.25888325,168.7817259
499,Spectrogram 1,10,34219.95484,34220.95286,85.02538071,191.6243655
500,Spectrogram 1,10,34264.57024,34266.19666,107.8680203,239.8477157
501,Spectrogram 1,10,34281.85086,34283.29245,67.25888325,211.928934
502,Spectrogram 1,10,34316.54146,34318.09395,85.02538071,194.1624365
503,Spectrogram 1,10,34329.31249,34330.53229,67.25888325,209.3908629
504,Spectrogram 1,10,34385.71937,34386.79132,67.25888325,214.4670051
505,Spectrogram 1,10,34441.12823,34442.45893,77.41116751,288.071066
506,Spectrogram 1,10,34490.06841,34491.80571,67.25888325,239.8477157
507,Spectrogram 1,10,34471.62343,34472.95413,138.3248731,257.6142132
508,Spectrogram 1,10,34542.70498,34543.92479,100.2538071,250
509,Spectrogram 1,10,34620.01494,34621.3826,69.79695431,239.8477157
510,Spectrogram 1,10,34653.06065,34654.20653,85.02538071,181.4720812
511,Spectrogram 1,10,34794.29965,34795.63035,62.18274112,227.1573604
512,Spectrogram 1,10,34850.29993,34851.48277,57.10659898,275.3807107
513,Spectrogram 1,10,34895.8764,34896.87442,69.79695431,336.2944162
514,Spectrogram 1,10,34910.55106,34911.88176,87.56345178,252.5380711
515,Spectrogram 1,10,34963.66816,34964.55529,64.72081218,211.928934
516,Spectrogram 1,10,35050.64417,35052.19666,82.48730964,290.6091371
517,Spectrogram 1,10,35077.97896,35079.2727,97.71573604,181.4720812
518,Spectrogram 1,10,35106.16392,35107.19891,105.3299492,260.1522843
519,Spectrogram 1,10,35160.57476,35162.05331,74.87309645,227.1573604
520,Spectrogram 1,10,35180.55374,35181.95837,57.10659898,184.0101523
521,Spectrogram 1,10,35184.36102,35185.61779,79.94923858,237.3096447
522,Spectrogram 1,10,35196.09705,35197.24293,77.41116751,201.7766497
523,Spectrogram 1,10,35274.73771,35275.95752,110.4060914,280.4568528
524,Spectrogram 1,10,35451.40659,35452.70032,85.02538071,234.7715736
525,Spectrogram 1,10,35522.76536,35524.13303,69.79695431,186.5482234
526,Spectrogram 1,10,35552.57673,35553.72262,41.87817259,214.4670051
527,Spectrogram 1,10,35591.98023,35593.38486,49.49238579,219.5431472
528,Spectrogram 1,10,35631.67944,35633.04711,39.34010152,318.5279188
529,Spectrogram 1,10,35679.36285,35680.4348,82.48730964,237.3096447
530,Spectrogram 1,10,35763.0306,35764.80487,85.02538071,277.9187817
531,Spectrogram 1,10,35792.43537,35793.54429,59.64467005,211.928934
532,Spectrogram 1,10,35822.35763,35823.31869,85.02538071,209.3908629
533,Spectrogram 1,10,35980.5076,35981.9492,87.56345178,247.4619289
534,Spectrogram 1,10,36059.77665,36061.21824,54.56852792,232.2335025
535,Spectrogram 1,10,36101.69369,36102.87654,77.41116751,257.6142132
536,Spectrogram 1,10,36108.49505,36109.49307,87.56345178,217.0050761
537,Spectrogram 1,10,36243.635,36245.11356,59.64467005,242.3857868
538,Spectrogram 1,10,36281.43057,36283.02002,115.4822335,237.3096447
539,Spectrogram 1,10,36447.97135,36449.48686,95.17766497,290.6091371
540,Spectrogram 1,10,36563.28018,36564.7957,97.71573604,260.1522843
541,Spectrogram 1,10,36990.60114,36991.96881,64.72081218,214.4670051
542,Spectrogram 1,10,37070.49857,37071.42267,72.33502538,186.5482234
543,Spectrogram 1,10,37081.53229,37082.49335,67.25888325,191.6243655
544,Spectrogram 1,10,37141.93128,37143.48376,49.49238579,242.3857868
545,Spectrogram 1,10,37149.28709,37150.46993,85.02538071,178.9340102
546,Spectrogram 1,10,37394.54245,37395.76226,49.49238579,201.7766497
547,Spectrogram 1,10,37478.67225,37479.44849,72.33502538,196.7005076
548,Spectrogram 1,10,37667.81644,37669.47981,72.33502538,191.6243655
549,Spectrogram 1,10,37670.55176,37672.36299,59.64467005,204.3147208
550,Spectrogram 1,10,37811.66138,37813.25083,46.95431472,247.4619289
551,Spectrogram 1,10,37873.85312,37874.85114,87.56345178,217.0050761
552,Spectrogram 1,10,37896.75224,37898.08294,74.87309645,191.6243655
553,Spectrogram 1,10,37937.96697,37939.00196,85.02538071,209.3908629
554,Spectrogram 1,10,38014.53765,38015.83139,72.33502538,219.5431472
555,Spectrogram 1,10,38035.93974,38037.30741,49.49238579,163.7055838
556,Spectrogram 1,10,38084.6951,38085.95188,72.33502538,219.5431472
557,Spectrogram 1,10,38087.78159,38088.92747,92.63959391,186.5482234
558,Spectrogram 1,10,38122.69398,38124.0986,54.56852792,204.3147208
559,Spectrogram 1,10,38149.77002,38150.80501,67.25888325,181.4720812
560,Spectrogram 1,10,38142.96866,38143.92973,62.18274112,224.6192893
561,Spectrogram 1,10,38281.69412,38283.43142,62.18274112,189.0862944
562,Spectrogram 1,10,38292.89417,38294.07702,74.87309645,176.3959391
563,Spectrogram 1,10,38395.72769,38396.79965,67.25888325,191.6243655
564,Spectrogram 1,10,38438.12527,38439.419,118.0203046,224.6192893
565,Spectrogram 1,10,38451.17352,38452.20851,54.56852792,184.0101523
566,Spectrogram 1,10,38482.22318,38483.84959,64.72081218,178.9340102
567,Spectrogram 1,10,39062.61158,39064.49674,59.64467005,199.2385787
568,Spectrogram 1,10,39066.16012,39068.04527,54.56852792,189.0862944
569,Spectrogram 1,10,39114.19468,39115.34056,135.786802,219.5431472
570,Spectrogram 1,10,39203.70272,39205.29217,79.94923858,191.6243655
571,Spectrogram 1,10,39212.74039,39213.81234,118.0203046,209.3908629
572,Spectrogram 1,10,39463.61426,39465.27764,64.72081218,189.0862944
573,Spectrogram 1,10,39474.88825,39476.14502,118.0203046,257.6142132
574,Spectrogram 1,10,39517.5076,39518.87527,79.94923858,194.1624365
575,Spectrogram 1,10,39558.37118,39559.70188,72.33502538,204.3147208
576,Spectrogram 1,10,39779.5076,39780.72741,105.3299492,209.3908629
577,Spectrogram 1,10,39798.11892,39799.52355,59.64467005,186.5482234
578,Spectrogram 1,10,39817.83915,39819.02199,69.79695431,204.3147208
579,Spectrogram 1,10,39833.93692,39835.19369,74.87309645,201.7766497
580,Spectrogram 1,10,39848.16802,39849.57264,95.17766497,189.0862944
581,Spectrogram 1,10,39895.55571,39896.88641,62.18274112,247.4619289
582,Spectrogram 1,10,39897.9214,39898.54979,115.4822335,199.2385787
583,Spectrogram 1,10,40019.21838,40020.29034,69.79695431,184.0101523
584,Spectrogram 1,10,40022.65602,40023.61708,87.56345178,176.3959391
585,Spectrogram 1,10,40045.2964,40046.6271,85.02538071,194.1624365
586,Spectrogram 1,10,40042.08054,40043.33732,74.87309645,173.857868
587,Spectrogram 1,10,40224.0907,40226.08675,59.64467005,336.2944162
588,Spectrogram 1,10,40221.35537,40223.35142,52.03045685,176.3959391
589,Spectrogram 1,10,40479.28935,40480.84183,57.10659898,151.0152284
590,Spectrogram 1,10,40482.98574,40484.27947,54.56852792,166.2436548
591,Spectrogram 1,10,40619.67817,40621.23066,62.18274112,214.4670051
592,Spectrogram 1,10,40631.87626,40633.4657,57.10659898,186.5482234
593,Spectrogram 1,10,40635.46175,40636.60763,69.79695431,168.7817259
594,Spectrogram 1,10,40677.93325,40679.00521,85.02538071,196.7005076
595,Spectrogram 1,10,40709.85157,40711.03441,72.33502538,178.9340102
596,Spectrogram 1,10,40724.47078,40725.80148,87.56345178,184.0101523
597,Spectrogram 1,10,40730.42197,40732.08534,74.87309645,196.7005076
598,Spectrogram 1,10,40756.98052,40758.08943,95.17766497,178.9340102
599,Spectrogram 1,10,40807.95371,40809.24745,67.25888325,204.3147208
600,Spectrogram 1,10,40809.58012,40810.87386,123.0964467,229.6954315
601,Spectrogram 1,10,40837.04429,40838.1532,67.25888325,211.928934
602,Spectrogram 1,10,40899.6611,40900.9918,110.4060914,267.7664975
603,Spectrogram 1,10,40911.65588,40912.98658,67.25888325,196.7005076
604,Spectrogram 1,10,40924.26057,40925.36948,72.33502538,184.0101523
605,Spectrogram 1,10,40925.66519,40926.73715,82.48730964,186.5482234
606,Spectrogram 1,10,40969.91096,40971.57434,105.3299492,239.8477157
607,Spectrogram 1,10,40990.29654,40991.59028,62.18274112,176.3959391
608,Spectrogram 1,10,40993.29062,40994.47346,59.64467005,184.0101523
609,Spectrogram 1,10,41058.73517,41060.21373,87.56345178,257.6142132
610,Spectrogram 1,10,41061.84014,41063.02298,90.10152284,244.9238579
611,Spectrogram 1,10,41093.83238,41094.79344,100.2538071,217.0050761
612,Spectrogram 1,10,41098.89643,41100.22713,107.8680203,224.6192893
613,Spectrogram 1,10,41140.62865,41141.88543,79.94923858,194.1624365
614,Spectrogram 1,10,41197.25732,41198.25535,82.48730964,181.4720812
615,Spectrogram 1,10,41201.50817,41202.94976,85.02538071,196.7005076
616,Spectrogram 1,10,41216.05346,41217.34719,72.33502538,194.1624365
617,Spectrogram 1,10,41214.87061,41216.09042,62.18274112,184.0101523
618,Spectrogram 1,10,41223.55712,41224.77693,69.79695431,189.0862944
619,Spectrogram 1,10,41248.82194,41249.93085,85.02538071,267.7664975
620,Spectrogram 1,10,41271.6841,41273.08873,79.94923858,186.5482234
621,Spectrogram 1,10,41286.85777,41288.33633,67.25888325,178.9340102
622,Spectrogram 1,10,41318.94242,41320.31009,63.45177665,192.893401
623,Spectrogram 1,10,41397.74942,41399.26494,59.64467005,194.1624365
624,Spectrogram 1,10,41411.37061,41412.62738,87.56345178,214.4670051
625,Spectrogram 1,10,41419.90927,41420.94426,67.25888325,189.0862944
626,Spectrogram 1,10,41422.27496,41423.34691,52.03045685,151.0152284
627,Spectrogram 1,10,41425.45385,41426.41491,57.10659898,143.4010152
628,Spectrogram 1,10,41483.8383,41484.72544,107.8680203,219.5431472
629,Spectrogram 1,10,41588.40913,41589.33322,92.63959391,252.5380711
630,Spectrogram 1,10,41597.31742,41598.64812,95.17766497,257.6142132
631,Spectrogram 1,10,41680.22741,41681.74293,77.41116751,222.0812183
632,Spectrogram 1,10,41682.77792,41684.21951,82.48730964,234.7715736
633,Spectrogram 1,10,41685.95681,41687.54626,72.33502538,168.7817259
634,Spectrogram 1,10,41740.18283,41741.88317,92.63959391,265.2284264
635,Spectrogram 1,10,41718.79922,41719.98207,77.41116751,148.4771574
636,Spectrogram 1,10,41787.16392,41788.34677,77.41116751,204.3147208
637,Spectrogram 1,10,41815.49674,41816.56869,92.63959391,199.2385787
638,Spectrogram 1,10,41823.79513,41825.19976,95.17766497,217.0050761
639,Spectrogram 1,10,41852.16491,41853.71739,77.41116751,206.8527919
640,Spectrogram 1,10,41895.00605,41896.33675,90.10152284,237.3096447
641,Spectrogram 1,10,41926.14812,41927.18311,74.87309645,184.0101523
642,Spectrogram 1,10,42008.07857,42009.66802,105.3299492,338.8324873
643,Spectrogram 1,10,42020.3321,42022.25422,64.72081218,201.7766497
644,Spectrogram 1,10,42120.91082,42122.20456,85.02538071,199.2385787
645,Spectrogram 1,10,42126.9729,42128.45145,102.7918782,257.6142132
646,Spectrogram 1,10,42148.76311,42150.05684,67.25888325,201.7766497
647,Spectrogram 1,10,42168.77905,42170.3685,54.56852792,176.3959391
648,Spectrogram 1,10,42171.73616,42173.14079,64.72081218,151.0152284
649,Spectrogram 1,10,42226.62752,42228.06912,87.56345178,389.5939086
650,Spectrogram 1,10,42252.81644,42254.29499,110.4060914,227.1573604
651,Spectrogram 1,10,42333.50859,42334.65447,77.41116751,217.0050761
652,Spectrogram 1,10,42353.15489,42354.67041,102.7918782,239.8477157
653,Spectrogram 1,10,42431.83252,42433.45893,87.56345178,300.7614213
654,Spectrogram 1,10,42484.28427,42485.65193,82.48730964,239.8477157
655,Spectrogram 1,10,42571.92563,42573.14544,54.56852792,229.6954315
656,Spectrogram 1,10,42612.16082,42613.3067,105.3299492,247.4619289
657,Spectrogram 1,10,42629.0718,42630.32857,72.33502538,232.2335025
658,Spectrogram 1,10,42656.51748,42657.77425,67.25888325,206.8527919
659,Spectrogram 1,10,42675.20272,42676.27467,85.02538071,211.928934
660,Spectrogram 1,10,42706.56658,42707.5646,64.72081218,189.0862944
661,Spectrogram 1,10,42719.06037,42720.28018,77.41116751,186.5482234
662,Spectrogram 1,10,42716.54682,42718.09931,62.18274112,178.9340102
663,Spectrogram 1,10,42746.85721,42748.11398,69.79695431,166.2436548
664,Spectrogram 1,10,42749.66646,42751.25591,41.87817259,163.7055838
665,Spectrogram 1,10,42771.38274,42773.23094,57.10659898,186.5482234
666,Spectrogram 1,10,42808.32815,42809.76974,87.56345178,270.3045685
667,Spectrogram 1,10,42851.50196,42852.57391,85.02538071,181.4720812
668,Spectrogram 1,10,42873.62484,42874.65983,79.94923858,204.3147208
669,Spectrogram 1,10,42967.47614,42968.84381,97.71573604,260.1522843
670,Spectrogram 1,10,42945.27933,42947.09056,57.10659898,229.6954315
671,Spectrogram 1,10,43090.47346,43091.61934,85.02538071,262.6903553
672,Spectrogram 1,10,43168.30092,43170.29697,90.10152284,186.5482234
673,Spectrogram 1,10,43194.8225,43196.00535,120.5583756,204.3147208
674,Spectrogram 1,10,43202.69581,43204.39615,110.4060914,260.1522843
675,Spectrogram 1,10,43200.69976,43201.8826,153.5532995,229.6954315
676,Spectrogram 1,10,43207.35392,43208.37792,105.0374519,208.6662519
677,Spectrogram 1,10,43208.55496,43209.24401,84.62962963,243.5185185
678,Spectrogram 1,10,43219.53286,43220.75267,82.48730964,214.4670051
679,Spectrogram 1,10,43240.50986,43241.98842,79.94923858,168.7817259
680,Spectrogram 1,10,43232.39629,43234.31841,135.786802,252.5380711
681,Spectrogram 1,10,43244.02143,43245.16731,97.71573604,181.4720812
682,Spectrogram 1,10,43246.97854,43248.30924,82.48730964,184.0101523
683,Spectrogram 1,10,43250.41618,43251.34028,79.94923858,166.2436548
684,Spectrogram 1,10,43263.51988,43264.85058,64.72081218,194.1624365
685,Spectrogram 1,10,43266.88359,43268.32518,82.48730964,156.0913706
686,Spectrogram 1,10,43274.68297,43275.86581,72.33502538,168.7817259
687,Spectrogram 1,10,43295.21641,43296.658,77.41116751,184.0101523
688,Spectrogram 1,10,43297.84084,43298.98672,74.87309645,184.0101523
689,Spectrogram 1,10,43303.7281,43310.39008,0,69.79695431
690,Spectrogram 1,10,43316.19341,43317.33929,72.33502538,161.1675127
691,Spectrogram 1,10,43358.73884,43359.92168,59.64467005,237.3096447
692,Spectrogram 1,10,43365.50323,43366.98179,90.10152284,239.8477157
693,Spectrogram 1,10,43455.56573,43456.71161,90.10152284,209.3908629
694,Spectrogram 1,10,43540.28695,43541.91336,79.94923858,217.0050761
695,Spectrogram 1,10,43570.72671,43571.72473,82.48730964,176.3959391
696,Spectrogram 1,10,43582.01917,43583.31291,90.10152284,194.1624365
697,Spectrogram 1,10,43592.51692,43593.88458,82.48730964,189.0862944
698,Spectrogram 1,10,43599.50309,43600.68593,87.56345178,176.3959391
699,Spectrogram 1,10,43623.99166,43624.91576,62.18274112,181.4720812
700,Spectrogram 1,10,43650.77199,43652.06573,72.33502538,244.9238579
701,Spectrogram 1,10,43654.37597,43655.7806,64.72081218,227.1573604
702,Spectrogram 1,10,43667.57208,43668.31136,135.786802,232.2335025
703,Spectrogram 1,10,43682.81968,43684.26127,64.72081218,252.5380711
704,Spectrogram 1,10,43734.05162,43735.16054,57.10659898,214.4670051
705,Spectrogram 1,10,43758.68805,43759.87089,110.4060914,224.6192893
706,Spectrogram 1,10,43793.85918,43795.55952,54.56852792,191.6243655
707,Spectrogram 1,10,43812.10086,43813.72727,74.87309645,178.9340102
708,Spectrogram 1,10,43822.5986,43823.59663,79.94923858,199.2385787
709,Spectrogram 1,10,43830.41646,43831.74716,69.79695431,168.7817259
710,Spectrogram 1,10,43834.11285,43834.85213,79.94923858,158.6294416
711,Spectrogram 1,10,43850.17366,43851.54132,85.02538071,178.9340102
712,Spectrogram 1,10,43852.94595,43853.94398,102.7918782,181.4720812
713,Spectrogram 1,10,43860.59747,43861.66943,69.79695431,168.7817259
714,Spectrogram 1,10,43863.11102,43864.47868,52.03045685,158.6294416
715,Spectrogram 1,10,43875.45695,43876.60284,60.91370558,154.822335
716,Spectrogram 1,10,43898.70724,43899.92705,52.03045685,204.3147208
717,Spectrogram 1,10,43918.1872,43919.40701,54.56852792,186.5482234
718,Spectrogram 1,10,43923.93509,43925.48757,97.71573604,211.928934
719,Spectrogram 1,10,43978.01325,43979.30698,54.56852792,199.2385787
720,Spectrogram 1,10,43981.56178,43982.37499,69.79695431,186.5482234
721,Spectrogram 1,10,43989.02848,43990.17436,59.64467005,178.9340102
722,Spectrogram 1,10,44008.9705,44010.15334,87.56345178,244.9238579
723,Spectrogram 1,10,44055.28624,44056.7648,57.10659898,214.4670051
724,Spectrogram 1,10,44182.31263,44183.79118,67.25888325,196.7005076
725,Spectrogram 1,10,44202.2916,44203.84409,46.95431472,277.9187817
726,Spectrogram 1,10,44226.15179,44227.11285,82.48730964,178.9340102
727,Spectrogram 1,10,44228.25873,44229.47854,77.41116751,194.1624365
728,Spectrogram 1,10,44231.21584,44232.80529,57.10659898,262.6903553
729,Spectrogram 1,10,44262.28399,44263.35594,79.94923858,178.9340102
730,Spectrogram 1,10,44267.86553,44269.08534,107.8680203,219.5431472
731,Spectrogram 1,10,44271.13684,44272.5045,95.17766497,199.2385787
732,Spectrogram 1,10,44280.26692,44281.63458,67.25888325,186.5482234
733,Spectrogram 1,10,44312.40701,44313.62682,62.18274112,239.8477157
734,Spectrogram 1,10,44309.8565,44310.70667,59.64467005,181.4720812
735,Spectrogram 1,10,44325.36285,44326.47177,79.94923858,204.3147208
736,Spectrogram 1,10,44349.51875,44350.88641,79.94923858,186.5482234
737,Spectrogram 1,10,44352.47586,44353.58478,138.3248731,359.1370558
738,Spectrogram 1,10,44377.74067,44379.03441,67.25888325,184.0101523
739,Spectrogram 1,10,44408.43918,44409.54809,64.72081218,166.2436548
740,Spectrogram 1,10,44410.98969,44412.24646,67.25888325,184.0101523
741,Spectrogram 1,10,44402.82067,44404.00351,82.48730964,173.857868
742,Spectrogram 1,10,44430.5251,44431.92973,77.41116751,181.4720812
743,Spectrogram 1,10,44435.21951,44436.32843,77.41116751,173.857868
744,Spectrogram 1,10,44447.1034,44448.28624,85.02538071,176.3959391
745,Spectrogram 1,10,44450.31926,44451.46514,64.72081218,158.6294416
746,Spectrogram 1,10,44467.00845,44468.33915,85.02538071,227.1573604
747,Spectrogram 1,10,44503.51028,44504.65616,100.2538071,191.6243655
748,Spectrogram 1,10,44518.38825,44520.16251,69.79695431,194.1624365
749,Spectrogram 1,10,44538.84776,44540.17846,90.10152284,194.1624365
750,Spectrogram 1,10,44543.39431,44544.87287,67.25888325,201.7766497
751,Spectrogram 1,10,44561.76536,44562.94821,64.72081218,196.7005076
752,Spectrogram 1,10,44564.1865,44565.29541,82.48730964,184.0101523
753,Spectrogram 1,10,44567.99378,44568.77002,95.17766497,178.9340102
754,Spectrogram 1,10,44568.77002,44569.84197,74.87309645,267.7664975
755,Spectrogram 1,10,44579.37865,44580.26579,107.8680203,173.857868
756,Spectrogram 1,10,44586.51268,44587.65856,85.02538071,250
757,Spectrogram 1,10,44571.67168,44572.94694,88.83248731,181.4720812
758,Spectrogram 1,10,44587.35361,44588.28695,90.10152284,174.4923858
759,Spectrogram 1,10,44601.35368,44602.27778,90.10152284,239.8477157
760,Spectrogram 1,10,44602.16689,44603.05402,85.02538071,171.319797
761,Spectrogram 1,10,44603.23884,44604.34776,64.72081218,178.9340102
762,Spectrogram 1,10,44610.81644,44611.85142,69.79695431,148.4771574
763,Spectrogram 1,10,44626.02707,44627.17295,82.48730964,211.928934
764,Spectrogram 1,10,44621.07391,44621.88712,74.87309645,156.0913706
765,Spectrogram 1,10,44644.56446,44645.56249,77.41116751,184.0101523
