Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),SNR,Score
300,Spectrogram 1,10,23408.57999,23409.65195,57.01754386,194.4444444,2.228948,2.294349
301,Spectrogram 1,10,23420.05728,23421.86851,112.5730994,250,8.615991,8.972584
302,Spectrogram 1,10,23441.47785,23442.91944,71.6374269,214.9122807,1.272345,1.089895
303,Spectrogram 1,10,23482.41535,23483.81998,45.32163743,197.3684211,13.294997,13.511153
304,Spectrogram 1,10,23519.37923,23520.636,83.33333333,244.1520468,8.639966,9.148704
305,Spectrogram 1,10,23581.3307,23583.40068,65.78947368,217.8362573,10.186148,9.789516
306,Spectrogram 1,10,23619.8101,23620.99295,100.877193,217.8362573,1.119387,0.963801
307,Spectrogram 1,10,23630.0491,23631.82336,100.877193,250,2.823141,2.553239
308,Spectrogram 1,10,23658.04924,23659.19512,106.7251462,250,6.049655,6.070463
309,Spectrogram 1,10,23692.38869,23693.60849,48.24561404,165.2046784,4.479529,4.748444
310,Spectrogram 1,10,23706.17621,23707.35906,74.56140351,226.6081871,5.636799,5.319407
311,Spectrogram 1,10,23727.89249,23728.89052,62.86549708,206.1403509,3.477695,3.854546
312,Spectrogram 1,10,23817.75169,23819.3781,77.48538012,217.8362573,3.953804,4.72746
313,Spectrogram 1,10,23894.61809,23896.39235,62.86549708,194.4444444,-0.232757,0.230656
314,Spectrogram 1,10,23923.43143,23924.76213,74.56140351,220.7602339,1.272928,1.257923
315,Spectrogram 1,10,23988.32153,23989.9849,68.71345029,276.3157895,13.558762,13.561075
316,Spectrogram 1,10,24006.48928,24007.81998,92.10526316,238.3040936,0.452598,1.367424
317,Spectrogram 1,10,24051.23406,24052.15815,86.25730994,211.9883041,2.875685,3.160999
318,Spectrogram 1,10,24066.77737,24068.10807,62.86549708,191.5204678,1.714949,1.827055
319,Spectrogram 1,10,24142.23914,24143.12627,77.48538012,188.5964912,2.013474,2.05908
320,Spectrogram 1,10,24307.5601,24309.33437,68.71345029,302.6315789,9.772837,9.741287
321,Spectrogram 1,10,24330.20048,24331.01369,86.25730994,194.4444444,2.397626,2.768371
322,Spectrogram 1,10,24382.76312,24384.3156,83.33333333,250,8.456951,9.040313
323,Spectrogram 1,10,24462.47573,24463.88036,106.7251462,235.380117,6.549326,7.311921
324,Spectrogram 1,10,24539.82266,24541.30121,103.8011696,244.1520468,5.412687,7.609046
325,Spectrogram 1,10,24610.47912,24611.625,83.33333333,173.9766082,3.171515,3.036316
326,Spectrogram 1,10,24620.51481,24621.95641,97.95321637,206.1403509,1.278608,1.638362
327,Spectrogram 1,10,24624.54388,24625.65279,135.9649123,244.1520468,1.85363,1.492749
328,Spectrogram 1,10,24639.44032,24640.77102,74.56140351,282.1637427,11.434072,11.709683
329,Spectrogram 1,10,24653.57901,24654.46614,83.33333333,209.0643275,2.469682,2.729578
330,Spectrogram 1,10,24680.54416,24681.35736,95.02923977,188.5964912,4.792515,4.276794
331,Spectrogram 1,10,24684.57322,24685.64517,83.33333333,209.0643275,1.076436,0.803406
332,Spectrogram 1,10,24687.67819,24688.49139,83.33333333,209.0643275,3.873611,4.283766
333,Spectrogram 1,10,24703.99774,24705.0697,48.24561404,171.0526316,2.834563,2.361656
334,Spectrogram 1,10,24729.70612,24730.59326,95.02923977,220.7602339,2.185114,2.073976
335,Spectrogram 1,10,24722.60906,24723.68101,97.95321637,229.5321637,1.701639,3.107329
336,Spectrogram 1,10,24822.59636,24823.81617,62.86549708,209.0643275,8.545614,8.609406
337,Spectrogram 1,10,24825.6274,24826.92113,71.6374269,194.4444444,2.64465,2.805887
338,Spectrogram 1,10,24839.35948,24840.54233,86.25730994,206.1403509,4.845324,4.759098
339,Spectrogram 1,10,24895.43369,24896.50564,68.71345029,209.0643275,4.569012,4.848393
340,Spectrogram 1,10,24975.77469,24976.92057,103.8011696,209.0643275,2.052882,3.267865
341,Spectrogram 1,10,24977.47503,24978.3252,71.6374269,200.2923977,1.206753,2.787646
342,Spectrogram 1,10,25041.51495,25042.77173,95.02923977,200.2923977,3.536796,3.537202
343,Spectrogram 1,10,25119.26848,25120.93186,77.48538012,270.4678363,1.83245,1.35804
344,Spectrogram 1,10,25203.19498,25204.7105,45.32163743,244.1520468,8.522769,7.795044
345,Spectrogram 1,10,25249.80643,25251.13713,97.95321637,241.2280702,8.139917,8.95509
346,Spectrogram 1,10,25281.96501,25283,74.56140351,220.7602339,1.861737,2.037845
347,Spectrogram 1,10,25324.19625,25325.41606,83.33333333,229.5321637,7.671454,8.049263
348,Spectrogram 1,10,25345.91253,25347.13234,83.33333333,252.9239766,5.15904,5.340362
349,Spectrogram 1,10,25355.24591,25356.57661,80.40935673,223.6842105,2.733582,2.008378
350,Spectrogram 1,10,25362.89743,25364.04331,89.18128655,223.6842105,2.583416,4.990797
351,Spectrogram 1,10,25364.19117,25365.18919,62.86549708,153.5087719,0.564092,3.781055
352,Spectrogram 1,10,25465.84185,25466.87683,86.25730994,223.6842105,4.800441,4.832713
353,Spectrogram 1,10,25471.01679,25472.31052,62.86549708,156.4327485,6.653469,6.153022
354,Spectrogram 1,10,25486.78188,25488.44526,77.48538012,270.4678363,8.72949,9.219798
355,Spectrogram 1,10,25491.95683,25493.10271,97.95321637,241.2280702,3.016434,2.345279
356,Spectrogram 1,10,25576.78894,25578.37839,80.40935673,255.8479532,8.862223,8.540243
357,Spectrogram 1,10,25750.57463,25751.72051,80.40935673,182.748538,1.373971,1.438039
358,Spectrogram 1,10,25792.95372,25794.46924,39.47368421,255.8479532,11.786282,12.648539
359,Spectrogram 1,10,25811.15844,25812.63699,95.02923977,250,1.819813,1.619817
360,Spectrogram 1,10,25854.03654,25854.88671,68.71345029,226.6081871,15.351177,15.26924
361,Spectrogram 1,10,25898.94766,25900.05657,74.56140351,229.5321637,3.431068,4.425059
362,Spectrogram 1,10,25968.18101,25969.51171,95.02923977,220.7602339,6.049532,6.588697
363,Spectrogram 1,10,26015.84594,26017.28753,74.56140351,229.5321637,9.42981,9.323523
364,Spectrogram 1,10,26018.5443,26019.32054,77.48538012,188.5964912,3.547226,3.412641
365,Spectrogram 1,10,26059.74055,26060.88643,48.24561404,171.0526316,3.848965,3.982909
366,Spectrogram 1,10,26067.74323,26069.11089,103.8011696,314.3274854,3.93267,3.747885
367,Spectrogram 1,10,26074.43369,26075.46868,97.95321637,226.6081871,2.549818,2.46168
368,Spectrogram 1,10,26114.29924,26115.40815,80.40935673,229.5321637,5.528431,5.909946
369,Spectrogram 1,10,26126.36795,26127.92043,65.78947368,176.9005848,0.702356,0.653469
370,Spectrogram 1,10,26175.49295,26176.93454,95.02923977,290.9356725,3.97324,4.669637
371,Spectrogram 1,10,26184.84481,26186.47122,59.94152047,285.0877193,1.52784,0.96043
372,Spectrogram 1,10,26193.99337,26194.8805,68.71345029,241.2280702,1.589302,2.077694
373,Spectrogram 1,10,26213.19611,26214.78555,77.48538012,270.4678363,1.302351,1.837618
374,Spectrogram 1,10,26327.5254,26328.78217,77.48538012,217.8362573,1.911983,2.051054
375,Spectrogram 1,10,26322.2026,26323.0158,109.6491228,214.9122807,1.826259,1.40795
376,Spectrogram 1,10,26397.6274,26398.5515,100.877193,229.5321637,4.582229,5.034061
377,Spectrogram 1,10,26447.159,26448.19399,68.71345029,226.6081871,5.98136,5.493388
378,Spectrogram 1,10,26517.48279,26518.62867,80.40935673,211.9883041,-0.677831,-0.795508
379,Spectrogram 1,10,26559.14108,26560.21304,45.32163743,141.8128655,-1.14483,0.059164
380,Spectrogram 1,10,26588.398,26589.91352,57.01754386,235.380117,2.067778,1.99102
381,Spectrogram 1,10,26736.21656,26737.36244,83.33333333,244.1520468,2.637868,1.818598
382,Spectrogram 1,10,26741.79811,26743.01792,106.7251462,258.7719298,1.9375,2.373212
383,Spectrogram 1,10,26753.95923,26755.54867,97.95321637,244.1520468,0.936466,0.626637
384,Spectrogram 1,10,26774.89927,26775.89729,77.48538012,209.0643275,1.349975,0.960914
385,Spectrogram 1,10,26827.20316,26828.79261,86.25730994,203.2163743,0.629644,-0.127053
387,Spectrogram 1,10,26992.4502,26994.00268,77.48538012,352.3391813,2.124074,-0.000628
388,Spectrogram 1,10,27135.05686,27136.38756,77.48538012,305.5555556,0.143592,0.430702
389,Spectrogram 1,10,27486.54642,27487.58141,77.48538012,197.3684211,-0.034788,0.150003
390,Spectrogram 1,10,27702.13826,27703.54289,86.25730994,226.6081871,1.209069,3.106965
391,Spectrogram 1,10,28021.08112,28022.48575,100.877193,203.2163743,1.644715,1.829349
392,Spectrogram 1,10,28049.26608,28050.375,68.71345029,203.2163743,3.408594,3.862634
393,Spectrogram 1,10,28082.05305,28083.16196,68.71345029,220.7602339,2.979922,3.305092
394,Spectrogram 1,10,28094.1772,28095.43397,92.10526316,211.9883041,2.163913,1.77781
395,Spectrogram 1,10,28140.78866,28141.82365,77.48538012,264.619883,4.737107,5.0584
396,Spectrogram 1,10,28159.32604,28160.21318,106.7251462,223.6842105,3.608641,4.296488
397,Spectrogram 1,10,28171.8568,28172.96572,92.10526316,211.9883041,1.422383,2.60973
398,Spectrogram 1,10,28205.71572,28207.15731,68.71345029,267.5438596,6.247279,6.120988
399,Spectrogram 1,10,28332.48335,28333.81405,109.6491228,229.5321637,3.089261,3.027761
400,Spectrogram 1,10,28391.73646,28393.36287,92.10526316,293.8596491,6.150164,6.132842
401,Spectrogram 1,10,28430.43764,28431.54656,100.877193,211.9883041,2.442812,1.466875
402,Spectrogram 1,10,28445.6298,28446.62782,83.33333333,247.0760234,4.447257,4.663616
403,Spectrogram 1,10,28467.56786,28468.67678,92.10526316,171.0526316,0.495297,0.277432
404,Spectrogram 1,10,28475.45965,28477.01213,80.40935673,238.3040936,6.212385,6.325352
405,Spectrogram 1,10,28541.92071,28543.17748,51.16959064,296.7836257,11.560054,13.725685
406,Spectrogram 1,10,28604.11244,28605.33225,68.71345029,305.5555556,13.914975,13.186706
407,Spectrogram 1,10,28650.98265,28652.31335,92.10526316,223.6842105,3.22501,2.721544
408,Spectrogram 1,10,28671.84876,28673.29035,80.40935673,250,11.340474,10.597285
409,Spectrogram 1,10,28709.45951,28710.38361,83.33333333,168.128655,4.572842,5.242532
410,Spectrogram 1,10,28733.02398,28734.09594,74.56140351,176.9005848,3.927741,4.488194
411,Spectrogram 1,10,28743.18905,28744.55672,89.18128655,220.7602339,1.401057,2.277161
412,Spectrogram 1,10,28780.63347,28782.3338,62.86549708,211.9883041,6.646386,6.903586
413,Spectrogram 1,10,28805.08507,28806.30488,71.6374269,226.6081871,7.118715,6.698442
414,Spectrogram 1,10,28829.64757,28831.01524,118.4210526,209.0643275,4.318668,4.718198
415,Spectrogram 1,10,28858.31306,28859.45894,80.40935673,238.3040936,4.908001,4.831738
416,Spectrogram 1,10,28851.06814,28852.50973,97.95321637,229.5321637,3.484318,3.59451
417,Spectrogram 1,10,28925.7167,28926.6408,77.48538012,220.7602339,4.756858,5.142461
418,Spectrogram 1,10,28989.03584,28989.95993,68.71345029,185.6725146,3.878301,5.132787
419,Spectrogram 1,10,29013.04388,29014.2452,95.02923977,217.8362573,1.149875,0.983782
420,Spectrogram 1,10,29060.43157,29061.54049,62.86549708,211.9883041,4.524575,4.570276
421,Spectrogram 1,10,29073.49831,29074.75508,59.94152047,229.5321637,3.625989,4.390453
422,Spectrogram 1,10,29109.74139,29110.90576,77.48538012,232.4561404,3.719182,4.444369
424,Spectrogram 1,10,29131.97517,29133.41676,95.02923977,197.3684211,3.933259,4.270161
425,Spectrogram 1,10,29121.55135,29122.84509,89.18128655,191.5204678,-0.148676,0.211274
426,Spectrogram 1,10,29142.49139,29143.37853,109.6491228,214.9122807,3.715474,3.604422
427,Spectrogram 1,10,29147.07492,29148.29472,92.10526316,176.9005848,1.274894,1.344253
428,Spectrogram 1,10,29170.011,29171.74831,59.94152047,200.2923977,5.887484,5.487159
429,Spectrogram 1,10,29192.4296,29193.50155,68.71345029,173.9766082,2.575027,2.643154
430,Spectrogram 1,10,29231.14927,29232.29515,74.56140351,241.2280702,5.32775,6.471889
431,Spectrogram 1,10,29230.04035,29230.66874,86.25730994,179.8245614,-0.623711,2.286835
432,Spectrogram 1,10,29241.81335,29243.2919,51.16959064,270.4678363,8.724174,8.820064
433,Spectrogram 1,10,29283.34227,29284.85779,103.8011696,226.6081871,9.876321,10.118287
434,Spectrogram 1,10,29305.3173,29306.31532,74.56140351,150.5847953,2.438792,3.027549
435,Spectrogram 1,10,29334.62966,29335.70161,86.25730994,232.4561404,9.047803,9.512625
436,Spectrogram 1,10,29401.82999,29403.30855,92.10526316,250,8.929234,8.870475
437,Spectrogram 1,10,29410.12839,29411.08945,100.877193,261.6959064,0.920608,2.239593
438,Spectrogram 1,10,29419.739,29420.5522,80.40935673,241.2280702,5.025985,4.68937
439,Spectrogram 1,10,29437.42621,29438.27638,80.40935673,211.9883041,3.211599,3.015864
440,Spectrogram 1,10,29441.27046,29442.60116,97.95321637,185.6725146,8.777699,9.094683
441,Spectrogram 1,10,29458.25536,29459.43821,71.6374269,191.5204678,8.505379,8.495611
442,Spectrogram 1,10,29473.04091,29474.33465,48.24561404,223.6842105,9.835177,10.042209
443,Spectrogram 1,10,29515.40152,29516.58437,74.56140351,217.8362573,9.651778,10.125451
444,Spectrogram 1,10,29554.52779,29555.63671,77.48538012,194.4444444,2.537523,2.496657
445,Spectrogram 1,10,29560.4605,29561.75423,71.6374269,185.6725146,0.450336,0.530255
446,Spectrogram 1,10,29576.13318,29577.57477,62.86549708,223.6842105,5.935223,5.396525
447,Spectrogram 1,10,29586.98208,29588.53457,54.09356725,179.8245614,5.756932,8.495112
448,Spectrogram 1,10,29603.17226,29604.57689,80.40935673,238.3040936,10.577643,10.156184
449,Spectrogram 1,10,29618.3829,29619.45485,103.8011696,232.4561404,2.967417,2.474813
450,Spectrogram 1,10,29632.22587,29633.51961,77.48538012,188.5964912,4.365231,4.171199
451,Spectrogram 1,10,29639.10116,29640.02525,77.48538012,165.2046784,-0.309602,2.461738
452,Spectrogram 1,10,29659.89334,29661.22404,48.24561404,232.4561404,5.67342,5.461424
453,Spectrogram 1,10,29679.05911,29679.94625,77.48538012,209.0643275,1.725665,2.41803
454,Spectrogram 1,10,29681.72051,29682.82943,92.10526316,211.9883041,2.222278,2.926854
455,Spectrogram 1,10,29711.75367,29712.82562,71.6374269,241.2280702,3.852428,4.262593
456,Spectrogram 1,10,29745.33536,29746.44427,109.6491228,197.3684211,3.431181,3.457841
457,Spectrogram 1,10,29753.26411,29754.48392,68.71345029,197.3684211,9.538379,9.093732
458,Spectrogram 1,10,29750.34396,29751.04628,92.10526316,179.8245614,2.685291,2.309166
459,Spectrogram 1,10,29771.56123,29772.59622,83.33333333,209.0643275,4.3811,5.089917
461,Spectrogram 1,10,29918.03062,29919.21346,103.8011696,220.7602339,0.940196,1.324543
462,Spectrogram 1,10,29983.3458,29984.41775,59.94152047,159.3567251,4.412812,4.266514
463,Spectrogram 1,10,30012.78753,30014.22912,54.09356725,173.9766082,1.796123,2.043283
464,Spectrogram 1,10,30055.22207,30056.18313,74.56140351,200.2923977,0.975727,1.364449
465,Spectrogram 1,10,30177.48011,30178.44117,83.33333333,209.0643275,5.708557,6.041349
466,Spectrogram 1,10,30210.10073,30211.28358,89.18128655,220.7602339,9.390661,9.900432
467,Spectrogram 1,10,30205.48025,30206.40435,51.16959064,176.9005848,0.917361,1.00068
468,Spectrogram 1,10,30236.06786,30237.10285,71.6374269,203.2163743,2.72893,3.549131
469,Spectrogram 1,10,30245.21642,30246.21445,86.25730994,211.9883041,1.322225,1.088474
470,Spectrogram 1,10,30250.46529,30251.57421,71.6374269,235.380117,6.016151,6.029125
471,Spectrogram 1,10,30282.4945,30283.56645,77.48538012,188.5964912,1.420239,2.89127
472,Spectrogram 1,10,30277.80008,30279.05686,59.94152047,194.4444444,1.372762,1.674721
473,Spectrogram 1,10,30281.27469,30282.16182,92.10526316,206.1403509,0.456252,2.519799
474,Spectrogram 1,10,30294.00875,30295.30248,80.40935673,250,10.12379,10.875147
475,Spectrogram 1,10,30347.93905,30349.15886,39.47368421,232.4561404,9.812052,9.21961
476,Spectrogram 1,10,30355.6645,30357.14306,51.16959064,220.7602339,1.025957,0.576852
477,Spectrogram 1,10,30376.3458,30377.5656,68.71345029,188.5964912,3.437074,3.400549
478,Spectrogram 1,10,30397.47065,30398.91225,92.10526316,267.5438596,13.497341,13.642907
479,Spectrogram 1,10,30420.33282,30421.18299,74.56140351,179.8245614,4.417764,4.706885
480,Spectrogram 1,10,30431.56984,30432.64179,77.48538012,206.1403509,4.163104,4.480714
481,Spectrogram 1,10,30443.01016,30444.26693,89.18128655,209.0643275,3.684141,3.619849
482,Spectrogram 1,10,30459.20034,30460.38318,83.33333333,235.380117,11.884072,12.368542
483,Spectrogram 1,10,30474.0783,30475.63078,45.32163743,317.251462,13.226617,13.629511
484,Spectrogram 1,10,30523.57294,30524.534,95.02923977,290.9356725,14.917263,14.86421
485,Spectrogram 1,10,30521.39207,30522.72277,71.6374269,214.9122807,-2.429322,3.266166
486,Spectrogram 1,10,30528.82181,30530.22644,68.71345029,185.6725146,2.120841,2.053448
487,Spectrogram 1,10,30534.51425,30536.28852,83.33333333,206.1403509,1.325061,1.489796
488,Spectrogram 1,10,30560.00085,30561.73815,45.32163743,229.5321637,13.736476,13.173523
489,Spectrogram 1,10,30568.44709,30569.33423,68.71345029,194.4444444,2.642064,3.018158
490,Spectrogram 1,10,30599.77398,30600.91986,59.94152047,173.9766082,4.079111,4.365165
491,Spectrogram 1,10,30591.86371,30593.19441,59.94152047,150.5847953,0.914915,1.523079
492,Spectrogram 1,10,30612.69286,30614.09749,86.25730994,244.1520468,15.152726,15.296686
493,Spectrogram 1,10,30623.74506,30624.66916,80.40935673,220.7602339,1.499563,1.657793
494,Spectrogram 1,10,30625.51933,30626.40646,57.01754386,176.9005848,3.828019,3.591393
495,Spectrogram 1,10,30650.59932,30652.11484,89.18128655,206.1403509,1.145185,1.017797
496,Spectrogram 1,10,30658.13995,30659.3228,62.86549708,194.4444444,1.127934,0.796622
497,Spectrogram 1,10,30662.29839,30663.33338,83.33333333,211.9883041,3.53755,2.830547
498,Spectrogram 1,10,30684.21797,30685.54867,62.86549708,211.9883041,11.993783,12.237589
499,Spectrogram 1,10,30705.56462,30706.74746,54.09356725,217.8362573,3.350183,3.875134
500,Spectrogram 1,10,30730.45979,30731.49478,92.10526316,241.2280702,9.11645,8.936261
501,Spectrogram 1,10,30744.04402,30745.48561,62.86549708,206.1403509,2.151712,2.619525
502,Spectrogram 1,10,30751.54769,30752.84142,86.25730994,296.7836257,9.658866,9.463791
503,Spectrogram 1,10,30781.6178,30783.31814,74.56140351,290.9356725,2.742354,2.478402
504,Spectrogram 1,10,30788.14193,30789.43567,51.16959064,290.9356725,14.014325,13.797644
505,Spectrogram 1,10,30845.95344,30847.06236,68.71345029,211.9883041,8.59173,11.465212
506,Spectrogram 1,10,30864.26905,30865.48885,57.01754386,171.0526316,4.428144,4.648938
507,Spectrogram 1,10,30870.77469,30871.77271,95.02923977,197.3684211,5.455951,5.092393
508,Spectrogram 1,10,30886.68764,30887.75959,92.10526316,282.1637427,13.605324,14.692672
509,Spectrogram 1,10,30926.47926,30927.40336,100.877193,232.4561404,6.297491,6.229647
510,Spectrogram 1,10,30928.51227,30929.69512,89.18128655,232.4561404,6.86179,8.005241
511,Spectrogram 1,10,30937.99351,30938.80672,57.01754386,144.7368421,4.63321,4.450013
512,Spectrogram 1,10,30958.6748,30960.0055,103.8011696,244.1520468,3.803594,3.792144
513,Spectrogram 1,10,30998.35553,30999.39052,77.48538012,235.380117,4.119397,3.900967
514,Spectrogram 1,10,31001.38657,31002.71727,83.33333333,229.5321637,0.337246,0.47423
515,Spectrogram 1,10,31008.3173,31010.01764,97.95321637,214.9122807,8.878032,9.058153
516,Spectrogram 1,10,31023.73124,31024.80319,74.56140351,226.6081871,3.040396,3.693856
517,Spectrogram 1,10,31023.73124,31024.80319,74.56140351,226.6081871,3.040396,3.693856
518,Spectrogram 1,10,31058.10765,31059.40138,59.94152047,165.2046784,2.806525,2.596987
519,Spectrogram 1,10,31066.7572,31068.38361,112.5730994,252.9239766,8.79289,9.682681
520,Spectrogram 1,10,31063.06081,31063.9849,92.10526316,191.5204678,2.101637,1.95805
521,Spectrogram 1,10,31082.07872,31083.2246,80.40935673,206.1403509,1.536317,1.668671
522,Spectrogram 1,10,31134.08691,31135.34368,80.40935673,247.0760234,9.780703,10.612258
523,Spectrogram 1,10,31151.16422,31152.49492,71.6374269,273.3918129,13.957526,13.884155
524,Spectrogram 1,10,31165.89433,31166.96628,89.18128655,223.6842105,9.326577,9.660484
525,Spectrogram 1,10,31204.44766,31205.51961,74.56140351,223.6842105,2.125293,1.810399
526,Spectrogram 1,10,31256.12317,31257.34297,80.40935673,223.6842105,11.024104,12.411004
527,Spectrogram 1,10,31302.95641,31304.50889,74.56140351,255.8479532,15.817151,15.754824
528,Spectrogram 1,10,31318.07463,31319.47926,95.02923977,282.1637427,12.220012,12.255851
529,Spectrogram 1,10,31305.91352,31307.0594,95.02923977,194.4444444,3.823497,3.99992
530,Spectrogram 1,10,31323.85948,31325.22714,65.78947368,191.5204678,4.332982,3.869518
531,Spectrogram 1,10,31345.18764,31346.81405,65.78947368,226.6081871,11.837807,12.177842
532,Spectrogram 1,10,31360.39828,31361.80291,103.8011696,165.2046784,2.147736,2.334521
533,Spectrogram 1,10,31398.95161,31400.17142,59.94152047,203.2163743,2.42962,2.180208
534,Spectrogram 1,10,31418.35765,31419.72531,62.86549708,165.2046784,4.725602,4.960376
535,Spectrogram 1,10,31444.99012,31446.06208,97.95321637,206.1403509,4.277913,4.418211
536,Spectrogram 1,10,31494.07816,31495.15011,92.10526316,220.7602339,2.704239,2.614309
537,Spectrogram 1,10,31516.94032,31518.0862,83.33333333,226.6081871,11.250277,11.271609
538,Spectrogram 1,10,31520.15618,31521.44992,59.94152047,185.6725146,3.501853,3.750962
539,Spectrogram 1,10,31523.68623,31524.68426,54.09356725,162.2807018,3.817872,4.054831
540,Spectrogram 1,10,31527.45655,31528.34368,74.56140351,173.9766082,2.061812,2.079188
541,Spectrogram 1,10,31561.96233,31563.03428,89.18128655,343.5672515,3.765417,7.228745
542,Spectrogram 1,10,31564.73462,31565.39997,95.02923977,220.7602339,-0.802122,1.516557
543,Spectrogram 1,10,31580.05615,31580.86936,77.48538012,223.6842105,4.675146,4.367847
544,Spectrogram 1,10,31581.94131,31582.86541,89.18128655,241.2280702,4.122695,4.83673
545,Spectrogram 1,10,31591.7737,31592.77173,71.6374269,168.128655,4.52661,4.468695
546,Spectrogram 1,10,31596.26481,31597.8173,68.71345029,235.380117,8.817769,9.129908
547,Spectrogram 1,10,31641.63798,31642.59904,95.02923977,211.9883041,3.563983,3.615374
548,Spectrogram 1,10,31656.70076,31657.69879,89.18128655,194.4444444,0.854861,1.34492
549,Spectrogram 1,10,31713.32943,31714.40138,83.33333333,226.6081871,4.882714,4.539388
550,Spectrogram 1,10,31744.6748,31745.93157,59.94152047,214.9122807,8.839959,8.644602
551,Spectrogram 1,10,31763.58183,31764.98646,92.10526316,214.9122807,7.397902,6.88189
552,Spectrogram 1,10,31766.72376,31767.72178,65.78947368,200.2923977,2.746156,3.357759
553,Spectrogram 1,10,31781.47235,31783.06179,74.56140351,217.8362573,2.340363,3.292375
554,Spectrogram 1,10,31783.69018,31785.31659,77.48538012,200.2923977,5.498851,5.788862
555,Spectrogram 1,10,31778.88488,31780.10468,74.56140351,200.2923977,1.887095,1.361985
556,Spectrogram 1,10,31791.84072,31792.91267,95.02923977,206.1403509,9.051236,8.862465
557,Spectrogram 1,10,31799.5292,31800.52723,106.7251462,223.6842105,6.547035,6.414328
558,Spectrogram 1,10,31834.66337,31835.99407,65.78947368,179.8245614,5.822272,5.912524
559,Spectrogram 1,10,31844.62514,31845.54924,51.16959064,159.3567251,6.597979,6.252943
560,Spectrogram 1,10,31846.99083,31848.35849,33.62573099,209.0643275,6.430959,6.332851
561,Spectrogram 1,10,31852.20274,31853.79218,68.71345029,165.2046784,5.616038,5.441136
562,Spectrogram 1,10,31870.85102,31871.81208,89.18128655,203.2163743,6.160932,7.740331
563,Spectrogram 1,10,31871.40547,31873.03188,48.24561404,182.748538,5.037715,5.53083
564,Spectrogram 1,10,31893.30657,31894.48942,86.25730994,214.9122807,4.512259,6.632606
565,Spectrogram 1,10,31894.34156,31895.2287,83.33333333,173.9766082,-2.515757,4.64301
566,Spectrogram 1,10,31952.55968,31953.81645,100.877193,226.6081871,-2.711703,0.971174
567,Spectrogram 1,10,31958.95443,31960.02638,92.10526316,247.0760234,6.371325,6.23497
568,Spectrogram 1,10,31994.25494,31995.25296,71.6374269,220.7602339,1.224402,1.475184
569,Spectrogram 1,10,32005.38107,32006.37909,59.94152047,185.6725146,4.06948,4.067149
570,Spectrogram 1,10,32014.75141,32016.15604,106.7251462,214.9122807,4.460447,4.403741
571,Spectrogram 1,10,32038.35285,32039.46177,80.40935673,182.748538,4.143104,4.613765
572,Spectrogram 1,10,32057.38925,32058.90477,97.95321637,194.4444444,10.159126,9.665166
573,Spectrogram 1,10,32063.95034,32064.9114,86.25730994,238.3040936,6.670062,6.853106
574,Spectrogram 1,10,32069.8276,32070.93651,74.56140351,247.0760234,5.477233,5.222979
575,Spectrogram 1,10,32088.29106,32089.4739,68.71345029,214.9122807,12.027122,12.221633
576,Spectrogram 1,10,32104.73998,32105.66408,92.10526316,191.5204678,2.236073,2.206416
577,Spectrogram 1,10,32115.69977,32116.91958,80.40935673,232.4561404,8.408572,9.560688
578,Spectrogram 1,10,32118.87867,32119.87669,86.25730994,206.1403509,5.555685,4.808726
579,Spectrogram 1,10,32133.83056,32135.27215,100.877193,226.6081871,0.290361,5.066219
580,Spectrogram 1,10,32135.23519,32136.49196,57.01754386,206.1403509,3.745207,6.827685
581,Spectrogram 1,10,32181.7912,32182.93708,89.18128655,220.7602339,12.173253,12.180237
582,Spectrogram 1,10,32186.13445,32187.16944,83.33333333,250,2.601709,2.676237
583,Spectrogram 1,10,32199.25663,32200.36555,74.56140351,217.8362573,1.451228,1.487449
584,Spectrogram 1,10,32206.46459,32207.64743,103.8011696,214.9122807,3.499409,3.796509
585,Spectrogram 1,10,32216.38939,32217.46134,103.8011696,197.3684211,3.519696,3.769874
586,Spectrogram 1,10,32221.71219,32222.74718,71.6374269,235.380117,7.123452,7.518588
587,Spectrogram 1,10,32249.30573,32250.74732,92.10526316,197.3684211,3.421754,3.717852
588,Spectrogram 1,10,32258.19554,32259.48928,80.40935673,258.7719298,3.838956,3.693592
589,Spectrogram 1,10,32266.99295,32268.32365,92.10526316,206.1403509,4.126319,4.853244
590,Spectrogram 1,10,32335.35765,32336.46656,80.40935673,250,8.864907,9.571297
591,Spectrogram 1,10,32350.62373,32351.36301,80.40935673,220.7602339,10.738052,10.818648
592,Spectrogram 1,10,32363.98617,32365.9083,59.94152047,311.4035088,2.300503,2.122253
593,Spectrogram 1,10,32373.52286,32374.76115,89.18128655,217.8362573,4.219579,6.141489
594,Spectrogram 1,10,32404.86823,32406.56857,92.10526316,226.6081871,2.315165,2.160005
595,Spectrogram 1,10,32412.85243,32414.07223,86.25730994,217.8362573,8.993972,8.83628
596,Spectrogram 1,10,32423.75677,32425.23533,89.18128655,288.0116959,5.142088,7.400567
597,Spectrogram 1,10,32427.89673,32428.96868,92.10526316,209.0643275,2.58449,2.438424
598,Spectrogram 1,10,32447.09946,32448.20838,97.95321637,255.8479532,5.475511,5.5401
599,Spectrogram 1,10,32452.34834,32453.49422,54.09356725,223.6842105,12.16854,12.035677
600,Spectrogram 1,10,32442.10934,32443.69879,86.25730994,194.4444444,1.634317,1.384167
